date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:36:17	48433/48433	---M--	200	added ('OK')	image/png	etag:%2246c410d-bd31-4f2bc6a4c4780%22	http://gameprogrammingpatterns.com/images/event-queue-loop.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/event-queue-loop.png	(from http://gameprogrammingpatterns.com/event-queue.html)
15:36:23	178987/178987	---M--	200	added ('OK')	image/png	etag:%2227c4064-2bb2b-4f7ad147d4700%22	http://gameprogrammingpatterns.com/images/bytecode-ui.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/bytecode-ui.png	(from http://gameprogrammingpatterns.com/bytecode.html)
15:36:25	77009/77009	---M--	200	added ('OK')	image/png	etag:%2246c415a-12cd1-4f2bc69e177c0%22	http://gameprogrammingpatterns.com/images/event-queue-central.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/event-queue-central.png	(from http://gameprogrammingpatterns.com/event-queue.html)
15:36:27	57895/57895	---M--	200	added ('OK')	image/png	etag:%2246c415b-e227-4f2bc6a3d0540%22	http://gameprogrammingpatterns.com/images/event-queue-queue.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/event-queue-queue.png	(from http://gameprogrammingpatterns.com/event-queue.html)
15:36:31	194322/194322	---M--	200	added ('OK')	image/png	etag:%2227c402e-2f712-4e478e8653d40%22	http://gameprogrammingpatterns.com/images/component-uml.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/component-uml.png	(from http://gameprogrammingpatterns.com/component.html)
15:36:33	60646/60646	---M--	200	added ('OK')	image/png	etag:%2246c410e-ece6-4f2bc6a2dc300%22	http://gameprogrammingpatterns.com/images/event-queue-crawl.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/event-queue-crawl.png	(from http://gameprogrammingpatterns.com/event-queue.html)
15:36:35	59421/59421	---M--	200	added ('OK')	image/png	etag:%2246c415d-e81d-4f2bc6a1e80c0%22	http://gameprogrammingpatterns.com/images/event-queue-ring.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/event-queue-ring.png	(from http://gameprogrammingpatterns.com/event-queue.html)
15:36:41	45381/45381	---M--	200	added ('OK')	image/png	etag:%2228c4008-b145-4ed1b26ff2d40%22	http://gameprogrammingpatterns.com/images/data-locality-things.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/data-locality-things.png	(from http://gameprogrammingpatterns.com/data-locality.html)
15:36:41	62241/62241	---M--	200	added ('OK')	image/png	etag:%2228c4016-f321-4ed1b26ff2d40%22	http://gameprogrammingpatterns.com/images/data-locality-cache-line.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/data-locality-cache-line.png	(from http://gameprogrammingpatterns.com/data-locality.html)
15:36:43	103240/103240	---M--	200	added ('OK')	image/png	etag:%222ac40b4-19348-4ed1b26efeb00%22	http://gameprogrammingpatterns.com/images/data-locality-chart.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/data-locality-chart.png	(from http://gameprogrammingpatterns.com/data-locality.html)
15:36:51	58470/58470	---M--	200	added ('OK')	image/png	etag:%222ac409b-e466-4ed1b26e0a8c0%22	http://gameprogrammingpatterns.com/images/data-locality-component-arrays.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/data-locality-component-arrays.png	(from http://gameprogrammingpatterns.com/data-locality.html)
15:36:53	58338/58338	---M--	200	added ('OK')	image/png	etag:%2226881c3-e3e2-4e630356d0b00%22	http://gameprogrammingpatterns.com/images/dirty-flag-multiply.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/dirty-flag-multiply.png	(from http://gameprogrammingpatterns.com/dirty-flag.html)
15:36:57	127575/127575	---M--	200	added ('OK')	image/png	etag:%222ac40b3-1f257-4ed1b26e0a8c0%22	http://gameprogrammingpatterns.com/images/data-locality-pointer-chasing.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/data-locality-pointer-chasing.png	(from http://gameprogrammingpatterns.com/data-locality.html)
15:37:01	121306/121306	---M--	200	added ('OK')	image/png	etag:%2226881cb-1d9da-4e630358b8f80%22	http://gameprogrammingpatterns.com/images/dirty-flag-pirate.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/dirty-flag-pirate.png	(from http://gameprogrammingpatterns.com/dirty-flag.html)
15:37:08	61251/61251	---M--	200	added ('OK')	image/png	etag:%2226881c9-ef43-4e630357c4d40%22	http://gameprogrammingpatterns.com/images/dirty-flag-title-bar.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/dirty-flag-title-bar.png	(from http://gameprogrammingpatterns.com/dirty-flag.html)
15:37:13	127306/127306	---M--	200	added ('OK')	image/png	etag:%2226881cc-1f14a-4e630358b8f80%22	http://gameprogrammingpatterns.com/images/dirty-flag-update-good.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/dirty-flag-update-good.png	(from http://gameprogrammingpatterns.com/dirty-flag.html)
15:37:16	46413/46413	---M--	200	added ('OK')	image/png	etag:%2226e40bd-b54d-4e792c2115580%22	http://gameprogrammingpatterns.com/images/spatial-partition-battle-line.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/spatial-partition-battle-line.png	(from http://gameprogrammingpatterns.com/spatial-partition.html)
15:37:20	194983/194983	---M--	200	added ('OK')	image/png	etag:%2226881ca-2f9a7-4e630357c4d40%22	http://gameprogrammingpatterns.com/images/dirty-flag-update-bad.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/dirty-flag-update-bad.png	(from http://gameprogrammingpatterns.com/dirty-flag.html)
15:37:22	134950/134950	---M--	200	added ('OK')	image/png	etag:%2226880d9-20f26-4ef623d78c100%22	http://gameprogrammingpatterns.com/images/object-pool-heap-fragment.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/object-pool-heap-fragment.png	(from http://gameprogrammingpatterns.com/object-pool.html)
15:37:22	27166/27166	---M--	200	added ('OK')	image/png	etag:%2226e40b8-6a1e-4e792c1f2d100%22	http://gameprogrammingpatterns.com/images/spatial-partition-linked-list.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/spatial-partition-linked-list.png	(from http://gameprogrammingpatterns.com/spatial-partition.html)
15:37:22	61225/61225	---M--	200	added ('OK')	image/png	etag:%2226e40ba-ef29-4e792c2021340%22	http://gameprogrammingpatterns.com/images/spatial-partition-grid.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/spatial-partition-grid.png	(from http://gameprogrammingpatterns.com/spatial-partition.html)
15:37:24	46336/46336	---M--	200	added ('OK')	image/png	etag:%2226e40bc-b500-4e792c2115580%22	http://gameprogrammingpatterns.com/images/spatial-partition-adjacent.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/spatial-partition-adjacent.png	(from http://gameprogrammingpatterns.com/spatial-partition.html)
15:37:25	19154/19154	---M--	200	added ('OK')	image/png	etag:%2226e40b7-4ad2-4e792c1f2d100%22	http://gameprogrammingpatterns.com/images/spatial-partition-neighbors.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/spatial-partition-neighbors.png	(from http://gameprogrammingpatterns.com/spatial-partition.html)
15:37:34	72029/72029	---M--	200	added ('OK')	image/png	etag:%2226886b0-1195d-51fa7ec7a70c0%22	http://gameprogrammingpatterns.com/images/spatial-partition-quadtree.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/spatial-partition-quadtree.png	(from http://gameprogrammingpatterns.com/spatial-partition.html)
